Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.78      2.33     0.04    74399     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
  0.78      2.37     0.04    74398     0.00     0.00  GameState::GameState(GameState const&)
  0.78      2.41     0.04                             _init
  0.58      2.44     0.03  4526769     0.00     0.00  Player::getX() const
  0.58      2.47     0.03  2101356     0.00     0.00  __gnu_cxx::__normal_iterator<Action*, std::vector<Action, std::allocator<Action> > >::__normal_iterator(Action* const&)
  0.58      2.50     0.03  1576406     0.00     0.00  std::vector<Bomb, std::allocator<Bomb> >::operator[](unsigned long)
  0.58      2.53     0.03  1417854     0.00     0.00  bool __gnu_cxx::operator!=<Player*, std::vector<Player, std::allocator<Player> > >(__gnu_cxx::__normal_iterator<Player*, std::vector<Player, std::allocator<Player> > > const&, __gnu_cxx::__normal_iterator<Player*, std::vector<Player, std::allocator<Player> > > const&)
  0.58      2.56     0.03   953882     0.00     0.00  Action& std::vector<Action, std::allocator<Action> >::emplace_back<Action>(Action&&)
  0.58      2.59     0.03   945238     0.00     0.00  __gnu_cxx::__normal_iterator<Player*, std::vector<Player, std::allocator<Player> > >::operator*() const
  0.58      2.62     0.03   669591     0.00     0.00  int* std::__copy_move_a1<false, int const*, int*>(int const*, int const*, int*)
  0.58      2.65     0.03   472622     0.00     0.00  std::vector<Player, std::allocator<Player> >::end()
  0.58      2.68     0.03   329206     0.00     0.00  __gnu_cxx::__normal_iterator<Bomb*, std::vector<Bomb, std::allocator<Bomb> > >::base() const
  0.58      2.71     0.03   308083     0.00     0.00  std::allocator_traits<std::allocator<Action> >::max_size(std::allocator<Action> const&)
  0.58      2.74     0.03   290920     0.00     0.00  Level::isBonus(int, int)
  0.58      2.77     0.03   290920     0.00     0.00  GameState::PlayerCheckBonus(Player&)
  0.58      2.80     0.03   278905     0.00     0.00  getNewState(GameState&, Action, bool)
  0.58      2.83     0.03   248196     0.00     0.00  Player* std::__addressof<Player>(Player&)
  0.58      2.86     0.03   220538     0.00     0.00  sf::Rect<int>::Rect()
  0.58      2.89     0.03   134143     0.00     0.00  void __gnu_cxx::new_allocator<std::pair<int, int> >::construct<std::pair<int, int>, int&, int&>(std::pair<int, int>*, int&, int&)
  0.58      2.92     0.03    74399     0.00     0.00  std::vector<Player, std::allocator<Player> >::vector(std::vector<Player, std::allocator<Player> > const&)
  0.58      2.95     0.03    41306     0.00     0.00  Bomb::Bomb(int, int, int, int, std::optional<int>)
  0.58      2.98     0.03    41306     0.00     0.00  Bomb& std::vector<Bomb, std::allocator<Bomb> >::emplace_back<Bomb>(Bomb&&)
  0.58      3.01     0.03    25000     0.00     0.00  backpropagate(Node*, int)
  0.58      3.04     0.03    24698     0.00     0.00  expand(Node*)
  0.58      3.07     0.03     8659     0.00     0.00  HUD::draw(sf::RenderWindow&, Game&)
  0.49      3.10     0.03  1339182     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&)
  0.39      3.12     0.02  1339182     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >)
  0.39      3.13     0.02   953882     0.00     0.00  __gnu_cxx::__normal_iterator<Action*, std::vector<Action, std::allocator<Action> > >::operator-(long) const
  0.39      3.15     0.02   953882     0.00     0.00  void std::allocator_traits<std::allocator<Action> >::construct<Action, Action>(std::allocator<Action>&, Action*, Action&&)
  0.39      3.17     0.02   953882     0.00     0.00  std::vector<Action, std::allocator<Action> >::back()
  0.39      3.19     0.02   945236     0.00     0.00  __gnu_cxx::__normal_iterator<Player*, std::vector<Player, std::allocator<Player> > >::operator++()
  0.39      3.21     0.02   750731     0.00     0.00  Bomb::getX() const
  0.39      3.23     0.02   743981     0.00     0.00  bool __gnu_cxx::operator!=<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&)
  0.39      3.25     0.02   669591     0.00     0.00  std::vector<int, std::allocator<int> >::begin() const
  0.39      3.27     0.02   669591     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&)
  0.39      3.29     0.02   669591     0.00     0.00  int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*)
  0.39      3.31     0.02   669591     0.00     0.00  int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*)
  0.39      3.33     0.02   669585     0.00     0.00  void std::_Construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.39      3.35     0.02   551805     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::size() const
  0.39      3.38     0.02   519136     0.00     0.00  fast_log::log(float) const
  0.39      3.40     0.02   379509     0.00     0.00  sf::Drawable::~Drawable()
  0.39      3.42     0.02   308083     0.00     0.00  std::_Vector_base<Action, std::allocator<Action> >::_M_allocate(unsigned long)
  0.39      3.44     0.02   308083     0.00     0.00  std::vector<Action, std::allocator<Action> >::~vector()
  0.39      3.46     0.02   223195     0.00     0.00  bool __gnu_cxx::operator!=<Player const*, std::vector<Player, std::allocator<Player> > >(__gnu_cxx::__normal_iterator<Player const*, std::vector<Player, std::allocator<Player> > > const&, __gnu_cxx::__normal_iterator<Player const*, std::vector<Player, std::allocator<Player> > > const&)
  0.39      3.48     0.02   214027     0.00     0.00  sf::Sprite::Sprite(sf::Sprite const&)
  0.39      3.50     0.02   174745     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::at(unsigned long)
  0.39      3.52     0.02   133439     0.00     0.00  Bomb::update()
  0.39      3.54     0.02   125932     0.00     0.00  std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_check_len(unsigned long, char const*) const
  0.39      3.56     0.02   125930     0.00     0.00  void std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<int&, int&>(__gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, int&, int&)
  0.39      3.58     0.02   124101     0.00     0.00  std::allocator<Bomb>::~allocator()
  0.39      3.60     0.02    80620     0.00     0.00  void std::_Destroy<Bomb*>(Bomb*, Bomb*)
  0.39      3.62     0.02    74400     0.00     0.00  std::pair<int, int>* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int>*>(__gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int>*)
  0.39      3.63     0.02    74399     0.00     0.00  std::allocator_traits<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::select_on_container_copy_construction(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&)
  0.39      3.65     0.02    74399     0.00     0.00  Player* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Player const*, std::vector<Player, std::allocator<Player> > >, Player*>(__gnu_cxx::__normal_iterator<Player const*, std::vector<Player, std::allocator<Player> > >, __gnu_cxx::__normal_iterator<Player const*, std::vector<Player, std::allocator<Player> > >, Player*)
  0.39      3.67     0.02    74399     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&)
  0.39      3.69     0.02    74398     0.00     0.00  Bomb* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Bomb const*, std::vector<Bomb, std::allocator<Bomb> > >, Bomb*>(__gnu_cxx::__normal_iterator<Bomb const*, std::vector<Bomb, std::allocator<Bomb> > >, __gnu_cxx::__normal_iterator<Bomb const*, std::vector<Bomb, std::allocator<Bomb> > >, Bomb*)
  0.39      3.71     0.02    74398     0.00     0.00  std::vector<Bomb, std::allocator<Bomb> >::vector(std::vector<Bomb, std::allocator<Bomb> > const&)
  0.39      3.73     0.02    74398     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&)
  0.39      3.75     0.02    61836     0.00     0.00  Bomb* std::__uninitialized_move_if_noexcept_a<Bomb*, Bomb*, std::allocator<Bomb> >(Bomb*, Bomb*, Bomb*, std::allocator<Bomb>&)
  0.39      3.77     0.02    54455     0.00     0.00  void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag)
  0.39      3.79     0.02    54455     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&)
  0.39      3.81     0.02    49702     0.00     0.00  void std::_Destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&)
  0.39      3.83     0.02    49701     0.00     0.00  void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*)
  0.39      3.85     0.02    41962     0.00     0.00  std::vector<Bomb, std::allocator<Bomb> >::erase(__gnu_cxx::__normal_iterator<Bomb const*, std::vector<Bomb, std::allocator<Bomb> > >)
  0.39      3.88     0.02    41306     0.00     0.00  std::_Optional_payload_base<int>::_Storage<int, true>::_Storage<int&>(std::in_place_t, int&)
  0.39      3.90     0.02    30918     0.00     0.00  void std::vector<Bomb, std::allocator<Bomb> >::_M_realloc_insert<Bomb>(__gnu_cxx::__normal_iterator<Bomb*, std::vector<Bomb, std::allocator<Bomb> > >, Bomb&&)
  0.39      3.92     0.02    25000     0.00     0.00  treePolicy(Node*)
  0.29      3.93     0.01   669591     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long)
  0.29      3.94     0.01   669591     0.00     0.00  int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*)
  0.19      3.96     0.01  2299964     0.00     0.00  Player::getY() const
  0.19      3.96     0.01  1663768     0.00     0.00  __gnu_cxx::__normal_iterator<Node**, std::vector<Node*, std::allocator<Node*> > >::base() const
  0.19      3.98     0.01  1339182     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const
  0.19      3.98     0.01  1339182     0.00     0.00  int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >)
  0.19      4.00     0.01  1116996     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator()
  0.19      4.00     0.01  1116921     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__addressof<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&)
  0.19      4.01     0.01   980232     0.00     0.00  std::remove_reference<Action&>::type&& std::move<Action&>(Action&)
  0.19      4.03     0.01   945244     0.00     0.00  __gnu_cxx::__normal_iterator<Player*, std::vector<Player, std::allocator<Player> > >::__normal_iterator(Player* const&)
  0.19      4.04     0.01   755592     0.00     0.00  std::pair<int, int>* std::__niter_base<std::pair<int, int>*>(std::pair<int, int>*)
  0.19      4.04     0.01   743980     0.00     0.00  bool __gnu_cxx::operator!=<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&)
  0.19      4.05     0.01   669726     0.00     0.00  __gnu_cxx::new_allocator<int>::_M_max_size() const
  0.19      4.07     0.01   669591     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&)
  0.19      4.08     0.01   669591     0.00     0.00  std::vector<int, std::allocator<int> >::end() const
  0.19      4.08     0.01   669591     0.00     0.00  int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*)
  0.19      4.09     0.01   669591     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&)
  0.19      4.11     0.01   669591     0.00     0.00  int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*)
  0.19      4.12     0.01   669591     0.00     0.00  int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*)
  0.19      4.12     0.01   669582     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::operator++()
  0.19      4.13     0.01   669582     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::operator*() const
  0.19      4.14     0.01   669582     0.00     0.00  void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&)
  0.19      4.16     0.01   616166     0.00     0.00  std::vector<Action, std::allocator<Action> >::size() const
  0.19      4.17     0.01   616166     0.00     0.00  std::_Vector_base<Action, std::allocator<Action> >::_M_deallocate(Action*, unsigned long)
  0.19      4.17     0.01   520154     0.00     0.00  __gnu_cxx::__normal_iterator<std::pair<int, int>*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::__normal_iterator(std::pair<int, int>* const&)
  0.19      4.18     0.01   472620     0.00     0.00  std::vector<Player, std::allocator<Player> >::begin()
  0.19      4.20     0.01   447336     0.00     0.00  std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long)
  0.19      4.21     0.01   447315     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::~_Vector_base()
  0.19      4.21     0.01   446396     0.00     0.00  __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::base() const
  0.19      4.22     0.01   446113     0.00     0.00  __gnu_cxx::__normal_iterator<Action*, std::vector<Action, std::allocator<Action> > >::base() const
  0.19      4.24     0.01   417931     0.00     0.00  std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_get_Tp_allocator()
  0.19      4.25     0.01   332282     0.00     0.00  void std::_Destroy<Action*, Action>(Action*, Action*, std::allocator<Action>&)
  0.19      4.25     0.01   308083     0.00     0.00  __gnu_cxx::new_allocator<Action>::deallocate(Action*, unsigned long)
  0.19      4.26     0.01   308083     0.00     0.00  std::allocator<Action>::allocator()
  0.19      4.28     0.01   308083     0.00     0.00  std::_Vector_base<Action, std::allocator<Action> >::_Vector_impl_data::_Vector_impl_data()
  0.19      4.29     0.01   308083     0.00     0.00  std::_Vector_base<Action, std::allocator<Action> >::~_Vector_base()
  0.19      4.29     0.01   308083     0.00     0.00  std::allocator_traits<std::allocator<Action> >::deallocate(std::allocator<Action>&, Action*, unsigned long)
  0.19      4.30     0.01   308083     0.00     0.00  std::vector<Action, std::allocator<Action> >::_S_max_size(std::allocator<Action> const&)
  0.19      4.32     0.01   308083     0.00     0.00  std::vector<Action, std::allocator<Action> >::_S_relocate(Action*, Action*, Action*, std::allocator<Action>&)
  0.19      4.33     0.01   308083     0.00     0.00  std::vector<Action, std::allocator<Action> >::vector()
  0.19      4.33     0.01   308083     0.00     0.00  std::enable_if<std::__is_bitwise_relocatable<Action, void>::value, Action*>::type std::__relocate_a_1<Action, Action>(Action*, Action*, Action*, std::allocator<Action>&)
  0.19      4.34     0.01   275601     0.00     0.00  sf::Sprite::~Sprite()
  0.19      4.36     0.01   251864     0.00     0.00  __gnu_cxx::new_allocator<std::pair<int, int> >::max_size() const
  0.19      4.37     0.01   251864     0.00     0.00  std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_S_relocate(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&)
  0.19      4.38     0.01   251864     0.00     0.00  std::pair<int, int>* std::__relocate_a_1<std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&)
  0.19      4.38     0.01   236769     0.00     0.00  std::vector<Node*, std::allocator<Node*> >::end()
  0.19      4.39     0.01   223198     0.00     0.00  bool __gnu_cxx::operator!=<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >(__gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > > const&)
  0.19      4.41     0.01   190760     0.00     0.00  __gnu_cxx::__normal_iterator<Bomb const*, std::vector<Bomb, std::allocator<Bomb> > >::__normal_iterator(Bomb const* const&)
  0.19      4.42     0.01   182887     0.00     0.00  isFullyExpanded(Node*)
  0.19      4.42     0.01   179351     0.00     0.00  unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
  0.19      4.43     0.01   175631     0.00     0.00  std::allocator_traits<std::allocator<std::pair<int, int> > >::deallocate(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, unsigned long)
  0.19      4.45     0.01   174745     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_range_check(unsigned long) const
  0.19      4.46     0.01   165709     0.00     0.00  __gnu_cxx::__normal_iterator<Bomb*, std::vector<Bomb, std::allocator<Bomb> > >::operator+(long) const
  0.19      4.46     0.01   148800     0.00     0.00  std::allocator<Player>::allocator(std::allocator<Player> const&)
  0.19      4.47     0.01   148798     0.00     0.00  __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >::operator++()
  0.19      4.49     0.01   148798     0.00     0.00  void std::_Construct<std::pair<int, int>, std::pair<int, int> const&>(std::pair<int, int>*, std::pair<int, int> const&)
  0.19      4.50     0.01   148797     0.00     0.00  void std::_Construct<Player, Player const&>(Player*, Player const&)
  0.19      4.50     0.01   134145     0.00     0.00  std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::back()
  0.19      4.51     0.01   134143     0.00     0.00  void std::allocator_traits<std::allocator<std::pair<int, int> > >::construct<std::pair<int, int>, int&, int&>(std::allocator<std::pair<int, int> >&, std::pair<int, int>*, int&, int&)
  0.19      4.53     0.01   134143     0.00     0.00  std::pair<int, int>& std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::emplace_back<int&, int&>(int&, int&)
  0.19      4.54     0.01   134098     0.00     0.00  std::vector<Bomb, std::allocator<Bomb> >::end()
  0.19      4.54     0.01   125932     0.00     0.00  std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::begin()
  0.19      4.55     0.01   112371     0.00     0.00  Bomb* std::__addressof<Bomb>(Bomb&)
  0.19      4.57     0.01   105316     0.00     0.00  std::_Vector_base<Bomb, std::allocator<Bomb> >::_M_allocate(unsigned long)
  0.19      4.58     0.01    91665     0.00     0.00  std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::~_Vector_base()
  0.19      4.58     0.01    77291     0.00     0.00  bool __gnu_cxx::__ops::_Iter_equals_val<Action const>::operator()<__gnu_cxx::__normal_iterator<Action*, std::vector<Action, std::allocator<Action> > > >(__gnu_cxx::__normal_iterator<Action*, std::vector<Action, std::allocator<Action> > >)
  0.19      4.59     0.01    74404     0.00     0.00  __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::allocate(unsigned long, void const*)
  0.19      4.61     0.01    74404     0.00     0.00  std::_Vector_base<Bomb, std::allocator<Bomb> >::_Vector_impl_data::_Vector_impl_data()
  0.19      4.62     0.01    74404     0.00     0.00  std::_Vector_base<Player, std::allocator<Player> >::_Vector_impl_data::_Vector_impl_data()
