Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.40      5.51     0.04   836792     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::size() const
  0.40      5.55     0.04   784923     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl()
  0.40      5.59     0.04   731888     0.00     0.00  std::vector<Player, std::allocator<Player> >::end()
  0.40      5.63     0.04   500576     0.00     0.00  __gnu_cxx::new_allocator<Action>::allocate(unsigned long, void const*)
  0.40      5.67     0.04   500576     0.00     0.00  std::vector<Action, std::allocator<Action> >::reserve(unsigned long)
  0.40      5.71     0.04   470162     0.00     0.00  Level::isBonus(int, int)
  0.40      5.75     0.04   184824     0.00     0.00  std::_Vector_base<Bomb, std::allocator<Bomb> >::_M_allocate(unsigned long)
  0.40      5.79     0.04   130427     0.00     0.00  __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::allocate(unsigned long, void const*)
  0.40      5.83     0.04   130423     0.00     0.00  Level::Level(Level const&)
  0.40      5.87     0.04   130423     0.00     0.00  Player* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Player const*, std::vector<Player, std::allocator<Player> > >, Player*>(__gnu_cxx::__normal_iterator<Player const*, std::vector<Player, std::allocator<Player> > >, __gnu_cxx::__normal_iterator<Player const*, std::vector<Player, std::allocator<Player> > >, Player*)
  0.40      5.91     0.04   130422     0.00     0.00  std::vector<int, std::allocator<int> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*)
  0.40      5.95     0.04    87214     0.00     0.00  std::_Vector_base<Bomb, std::allocator<Bomb> >::_Vector_impl::~_Vector_impl()
  0.40      5.99     0.04    87213     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~_Vector_base()
  0.40      6.03     0.04    67685     0.00     0.00  void __gnu_cxx::new_allocator<Bomb>::construct<Bomb, Bomb>(Bomb*, Bomb&&)
  0.40      6.07     0.04    43210     0.00     0.00  expand(Node*)
  0.35      6.11     0.04  4542915     0.00     0.00  Action&& std::forward<Action>(std::remove_reference<Action>::type&)
  0.30      6.13     0.03  7178272     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::operator[](unsigned long)
  0.30      6.17     0.03  3349188     0.00     0.00  __gnu_cxx::__normal_iterator<Node**, std::vector<Node*, std::allocator<Node*> > >::base() const
  0.30      6.20     0.03  2545612     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::size() const
  0.30      6.22     0.03  2347614     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&)
  0.30      6.25     0.03  1958730     0.00     0.00  std::allocator<int>::~allocator()
  0.30      6.29     0.03  1679469     0.00     0.00  std::vector<Action, std::allocator<Action> >::end()
  0.30      6.32     0.03  1514305     0.00     0.00  std::vector<Action, std::allocator<Action> >::back()
  0.30      6.34     0.03  1173807     0.00     0.00  int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*)
  0.30      6.38     0.03  1173807     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long)
  0.30      6.41     0.03   756528     0.00     0.00  unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&)
  0.30      6.43     0.03   500576     0.00     0.00  std::_Vector_base<Action, std::allocator<Action> >::~_Vector_base()
  0.30      6.46     0.03   500576     0.00     0.00  std::vector<Action, std::allocator<Action> >::vector()
  0.30      6.50     0.03   500576     0.00     0.00  std::vector<Action, std::allocator<Action> >::~vector()
  0.30      6.53     0.03   470162     0.00     0.00  GameState::PlayerCheckBonus(Player&)
  0.30      6.55     0.03   449270     0.00     0.00  getNewState(GameState&, Action, bool)
  0.30      6.58     0.03   441377     0.00     0.00  sf::Drawable::Drawable(sf::Drawable const&)
  0.30      6.62     0.03   267604     0.00     0.00  __gnu_cxx::__normal_iterator<Bomb*, std::vector<Bomb, std::allocator<Bomb> > >::operator+(long) const
  0.30      6.64     0.03   222128     0.00     0.00  std::vector<Bomb, std::allocator<Bomb> >::end()
  0.30      6.67     0.03   208909     0.00     0.00  Player::move(int, int)
  0.30      6.71     0.03   189449     0.00     0.00  std::vector<Bomb, std::allocator<Bomb> >::begin()
  0.30      6.74     0.03   130429     0.00     0.00  std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_allocate(unsigned long)
  0.30      6.76     0.03   130428     0.00     0.00  std::_Vector_base<Bomb, std::allocator<Bomb> >::_Vector_impl_data::_Vector_impl_data()
  0.30      6.79     0.03   130423     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::_S_select_on_copy(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&)
  0.30      6.83     0.03   130422     0.00     0.00  std::vector<Bomb, std::allocator<Bomb> >::vector(std::vector<Bomb, std::allocator<Bomb> > const&)
  0.30      6.86     0.03   130422     0.00     0.00  std::vector<int, std::allocator<int> >* std::uninitialized_copy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*)
  0.30      6.88     0.03   112845     0.00     0.00  Bomb::Bomb(Bomb const&)
  0.30      6.92     0.03    87214     0.00     0.00  std::_Vector_base<Player, std::allocator<Player> >::~_Vector_base()
  0.30      6.95     0.03    87212     0.00     0.00  GameState::~GameState()
  0.30      6.97     0.03    46660     0.00     0.00  void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag)
  0.30      7.00     0.03    43211     0.00     0.00  std::_Vector_base<Node*, std::allocator<Node*> >::_Vector_impl::_Vector_impl()
  0.30      7.04     0.03     6436     0.00     0.00  Game::render()
  0.25      7.06     0.03  2347629     0.00     0.00  std::allocator<int>::allocator(std::allocator<int> const&)
  0.25      7.08     0.03  1958745     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__addressof<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&)
  0.25      7.11     0.03  1173852     0.00     0.00  __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*)
  0.25      7.13     0.03  1173807     0.00     0.00  int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*)
  0.25      7.16     0.03   285163     0.00     0.00  std::allocator<std::pair<int, int> >::~allocator()
  0.25      7.18     0.03   208911     0.00     0.00  Player::isLegalMove(int, int, GameState&)
  0.25      7.21     0.03    43211     0.00     0.00  std::_Vector_base<Node*, std::allocator<Node*> >::_Vector_base()
  0.20      7.23     0.02  4391312     0.00     0.00  __gnu_cxx::__normal_iterator<Player*, std::vector<Player, std::allocator<Player> > >::base() const
  0.20      7.25     0.02  2510405     0.00     0.00  std::vector<Bomb, std::allocator<Bomb> >::operator[](unsigned long)
  0.20      7.27     0.02  2347629     0.00     0.00  __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&)
  0.20      7.29     0.02  2347614     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const
  0.20      7.31     0.02  2347614     0.00     0.00  int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >)
  0.20      7.33     0.02  1958820     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator()
  0.20      7.35     0.02  1173897     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const
  0.20      7.37     0.02  1173807     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&)
  0.20      7.39     0.02  1173807     0.00     0.00  std::vector<int, std::allocator<int> >::begin() const
  0.20      7.41     0.02  1173807     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&)
  0.20      7.43     0.02  1173807     0.00     0.00  int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*)
  0.20      7.45     0.02  1173807     0.00     0.00  int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*)
  0.20      7.47     0.02  1173807     0.00     0.00  int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*)
  0.20      7.49     0.02  1067430     0.00     0.00  fast_log::log(float) const
  0.20      7.51     0.02  1042443     0.00     0.00  std::_Vector_base<Action, std::allocator<Action> >::_M_get_Tp_allocator()
  0.20      7.53     0.02  1001152     0.00     0.00  std::_Vector_base<Action, std::allocator<Action> >::_M_deallocate(Action*, unsigned long)
  0.20      7.55     0.02   784923     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::~_Vector_base()
  0.20      7.57     0.02   746866     0.00     0.00  __gnu_cxx::__normal_iterator<Bomb*, std::vector<Bomb, std::allocator<Bomb> > >::__normal_iterator(Bomb* const&)
  0.20      7.59     0.02   731886     0.00     0.00  std::vector<Player, std::allocator<Player> >::begin()
  0.20      7.61     0.02   500576     0.00     0.00  __gnu_cxx::new_allocator<Action>::max_size() const
  0.20      7.63     0.02   500576     0.00     0.00  std::vector<Action, std::allocator<Action> >::_S_relocate(Action*, Action*, Action*, std::allocator<Action>&)
  0.20      7.65     0.02   435268     0.00     0.00  Player* std::__addressof<Player>(Player&)
  0.20      7.67     0.02   432601     0.00     0.00  sf::Sprite::~Sprite()
  0.20      7.69     0.02   287152     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::at(unsigned long)
  0.20      7.71     0.02   265479     0.00     0.00  std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::size() const
  0.20      7.73     0.02   260846     0.00     0.00  void std::_Construct<std::pair<int, int>, std::pair<int, int> const&>(std::pair<int, int>*, std::pair<int, int> const&)
  0.20      7.75     0.02   260845     0.00     0.00  void std::_Construct<Player, Player const&>(Player*, Player const&)
  0.20      7.77     0.02   260845     0.00     0.00  Player const& std::forward<Player const&>(std::remove_reference<Player const&>::type&)
  0.20      7.79     0.02   234737     0.00     0.00  std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::back()
  0.20      7.81     0.02   217638     0.00     0.00  std::allocator<Player>::~allocator()
  0.20      7.83     0.02   217637     0.00     0.00  std::allocator<Bomb>::~allocator()
  0.20      7.85     0.02   210340     0.00     0.00  std::vector<Node*, std::allocator<Node*> >::size() const
  0.20      7.87     0.02   204412     0.00     0.00  std::vector<Player, std::allocator<Player> >::size() const
  0.20      7.89     0.02   197948     0.00     0.00  __gnu_cxx::new_allocator<std::pair<int, int> >::allocate(unsigned long, void const*)
  0.20      7.91     0.02   141616     0.00     0.00  std::_Vector_base<Bomb, std::allocator<Bomb> >::_M_deallocate(Bomb*, unsigned long)
  0.20      7.93     0.02   131134     0.00     0.00  bool __gnu_cxx::__ops::_Iter_equals_val<Action const>::operator()<__gnu_cxx::__normal_iterator<Action*, std::vector<Action, std::allocator<Action> > > >(__gnu_cxx::__normal_iterator<Action*, std::vector<Action, std::allocator<Action> > >)
  0.20      7.95     0.02   130427     0.00     0.00  std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::allocate(std::allocator<std::vector<int, std::allocator<int> > >&, unsigned long)
  0.20      7.97     0.02   130424     0.00     0.00  std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::begin() const
  0.20      7.99     0.02   130424     0.00     0.00  std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_create_storage(unsigned long)
  0.20      8.01     0.02   130424     0.00     0.00  std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::vector(std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > const&)
  0.20      8.03     0.02   130423     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::end() const
  0.20      8.05     0.02   130423     0.00     0.00  std::_Vector_base<Player, std::allocator<Player> >::_Vector_base(unsigned long, std::allocator<Player> const&)
  0.20      8.07     0.02   130423     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&)
  0.20      8.09     0.02   130423     0.00     0.00  Player* std::uninitialized_copy<__gnu_cxx::__normal_iterator<Player const*, std::vector<Player, std::allocator<Player> > >, Player*>(__gnu_cxx::__normal_iterator<Player const*, std::vector<Player, std::allocator<Player> > >, __gnu_cxx::__normal_iterator<Player const*, std::vector<Player, std::allocator<Player> > >, Player*)
  0.20      8.11     0.02   130423     0.00     0.00  Player* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<Player const*, std::vector<Player, std::allocator<Player> > >, Player*, Player>(__gnu_cxx::__normal_iterator<Player const*, std::vector<Player, std::allocator<Player> > >, __gnu_cxx::__normal_iterator<Player const*, std::vector<Player, std::allocator<Player> > >, Player*, std::allocator<Player>&)
  0.20      8.13     0.02   130422     0.00     0.00  std::_Vector_base<Bomb, std::allocator<Bomb> >::_Vector_base(unsigned long, std::allocator<Bomb> const&)
  0.20      8.15     0.02   130422     0.00     0.00  Bomb* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<Bomb const*, std::vector<Bomb, std::allocator<Bomb> > >, Bomb*, Bomb>(__gnu_cxx::__normal_iterator<Bomb const*, std::vector<Bomb, std::allocator<Bomb> > >, __gnu_cxx::__normal_iterator<Bomb const*, std::vector<Bomb, std::allocator<Bomb> > >, Bomb*, std::allocator<Bomb>&)
  0.20      8.17     0.02   123066     0.00     0.00  __gnu_cxx::new_allocator<Bomb>::allocate(unsigned long, void const*)
  0.20      8.19     0.02   108804     0.00     0.00  std::vector<Bomb, std::allocator<Bomb> >::_S_max_size(std::allocator<Bomb> const&)
  0.20      8.21     0.02   100675     0.00     0.00  std::remove_reference<Bomb&>::type&& std::move<Bomb&>(Bomb&)
  0.20      8.23     0.02    87216     0.00     0.00  void std::_Destroy_aux<false>::__destroy<Player*>(Player*, Player*)
  0.20      8.25     0.02    87213     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl()
  0.20      8.27     0.02    87212     0.00     0.00  std::allocator_traits<std::allocator<Player> >::deallocate(std::allocator<Player>&, Player*, unsigned long)
  0.20      8.29     0.02    79506     0.00     0.00  Node** std::__relocate_a<Node**, Node**, std::allocator<Node*> >(Node**, Node**, Node**, std::allocator<Node*>&)
  0.20      8.31     0.02    67685     0.00     0.00  std::_Optional_base<int, true, true>::_Optional_base<int&, false>(std::in_place_t, int&)
  0.20      8.33     0.02    67685     0.00     0.00  std::vector<Bomb, std::allocator<Bomb> >::back()
  0.20      8.35     0.02    67523     0.00     0.00  std::optional<int>::has_value() const
  0.20      8.37     0.02    54402     0.00     0.00  void std::vector<Bomb, std::allocator<Bomb> >::_M_realloc_insert<Bomb>(__gnu_cxx::__normal_iterator<Bomb*, std::vector<Bomb, std::allocator<Bomb> > >, Bomb&&)
  0.20      8.39     0.02    51489     0.00     0.00  std::pointer_traits<unsigned int const*>::pointer_to(unsigned int const&)
  0.20      8.41     0.02    41291     0.00     0.00  std::vector<Action, std::allocator<Action> >::_M_erase(__gnu_cxx::__normal_iterator<Action*, std::vector<Action, std::allocator<Action> > >, __gnu_cxx::__normal_iterator<Action*, std::vector<Action, std::allocator<Action> > >)
  0.20      8.43     0.02    39753     0.00     0.00  __gnu_cxx::new_allocator<Node*>::allocate(unsigned long, void const*)
  0.20      8.45     0.02    39753     0.00     0.00  void std::vector<Node*, std::allocator<Node*> >::_M_realloc_insert<Node* const&>(__gnu_cxx::__normal_iterator<Node**, std::vector<Node*, std::allocator<Node*> > >, Node* const&)
  0.20      8.47     0.02    32517     0.00     0.00  Bomb* std::__copy_move<true, false, std::random_access_iterator_tag>::__copy_m<Bomb*, Bomb*>(Bomb*, Bomb*, Bomb*)
  0.20      8.49     0.02     8039     0.00     0.00  Flame::draw(int, int, sf::RenderWindow&, int)
  0.20      8.51     0.02     6436     0.00     0.00  HUD::draw(sf::RenderWindow&, Game&)
  0.15      8.53     0.01  1173942     0.00     0.00  __gnu_cxx::new_allocator<int>::_M_max_size() const
  0.15      8.54     0.01  1173798     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::operator++()
  0.15      8.55     0.01   784923     0.00     0.00  void std::_Destroy_aux<true>::__destroy<int*>(int*, int*)
  0.15      8.57     0.01   500576     0.00     0.00  std::enable_if<std::__is_bitwise_relocatable<Action, void>::value, Action*>::type std::__relocate_a_1<Action, Action>(Action*, Action*, Action*, std::allocator<Action>&)
  0.10      8.58     0.01  2608440     0.00     0.00  __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::base() const
  0.10      8.59     0.01  2347614     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >)
