Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.37      1.93     0.01   181631     0.00     0.00  __gnu_cxx::__normal_iterator<Bomb*, std::vector<Bomb, std::allocator<Bomb> > >::__normal_iterator(Bomb* const&)
  0.37      1.94     0.01   179366     0.00     0.00  __gnu_cxx::__normal_iterator<Action*, std::vector<Action, std::allocator<Action> > >::base() const
  0.37      1.95     0.01   160191     0.00     0.00  std::vector<Player, std::allocator<Player> >::end()
  0.37      1.96     0.01   145462     0.00     0.00  __gnu_cxx::__normal_iterator<Bomb const*, std::vector<Bomb, std::allocator<Bomb> > >::base() const
  0.37      1.97     0.01   128963     0.00     0.00  void std::_Destroy_aux<true>::__destroy<Action*>(Action*, Action*)
  0.37      1.98     0.01   123295     0.00     0.00  Player::getNumBombs() const
  0.37      1.99     0.01   119211     0.00     0.00  __gnu_cxx::new_allocator<Action>::allocate(unsigned long, void const*)
  0.37      2.00     0.01   119211     0.00     0.00  std::vector<Action, std::allocator<Action> >::max_size() const
  0.37      2.00     0.01   119211     0.00     0.00  std::_Vector_base<Action, std::allocator<Action> >::_Vector_impl_data::_Vector_impl_data()
  0.37      2.02     0.01   119211     0.00     0.00  std::allocator_traits<std::allocator<Action> >::allocate(std::allocator<Action>&, unsigned long)
  0.37      2.02     0.01   119211     0.00     0.00  std::vector<Action, std::allocator<Action> >::_S_relocate(Action*, Action*, Action*, std::allocator<Action>&)
  0.37      2.04     0.01   119211     0.00     0.00  std::vector<Action, std::allocator<Action> >::vector()
  0.37      2.04     0.01   119211     0.00     0.00  std::enable_if<std::__is_bitwise_relocatable<Action, void>::value, Action*>::type std::__relocate_a_1<Action, Action>(Action*, Action*, Action*, std::allocator<Action>&)
  0.37      2.06     0.01   113469     0.00     0.00  sf::Transformable::Transformable(sf::Transformable const&)
  0.37      2.06     0.01   111508     0.00     0.00  sf::Sprite::~Sprite()
  0.37      2.08     0.01   106256     0.00     0.00  Player::play(Action, GameState&)
  0.37      2.08     0.01    97323     0.00     0.00  sf::Sprite::Sprite(sf::Sprite const&)
  0.37      2.10     0.01    87911     0.00     0.00  isFullyExpanded(Node*)
  0.37      2.10     0.01    70476     0.00     0.00  Level::isDestroyable(int, int)
  0.37      2.12     0.01    67269     0.00     0.00  void std::_Construct<Player, Player const&>(Player*, Player const&)
  0.37      2.12     0.01    67268     0.00     0.00  __gnu_cxx::__normal_iterator<Player const*, std::vector<Player, std::allocator<Player> > >::operator++()
  0.37      2.13     0.01    66541     0.00     0.00  std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::size() const
  0.37      2.15     0.01    60131     0.00     0.00  std::_Vector_base<Bomb, std::allocator<Bomb> >::_M_get_Tp_allocator() const
  0.37      2.15     0.01    56458     0.00     0.00  __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~new_allocator()
  0.37      2.17     0.01    54504     0.00     0.00  Bomb::~Bomb()
  0.37      2.17     0.01    53831     0.00     0.00  std::pair<int, int>::pair<int&, int&, true>(int&, int&)
  0.37      2.19     0.01    52441     0.00     0.00  Bomb::changeTexture()
  0.37      2.19     0.01    51966     0.00     0.00  Bomb* std::__addressof<Bomb>(Bomb&)
  0.37      2.21     0.01    45635     0.00     0.00  void std::_Destroy<Player>(Player*)
  0.37      2.21     0.01    33640     0.00     0.00  __gnu_cxx::new_allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::allocate(unsigned long, void const*)
  0.37      2.23     0.01    33640     0.00     0.00  std::_Vector_base<Player, std::allocator<Player> >::_Vector_impl_data::_Vector_impl_data()
  0.37      2.23     0.01    33639     0.00     0.00  __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::allocate(unsigned long, void const*)
  0.37      2.25     0.01    33639     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_allocate(unsigned long)
  0.37      2.25     0.01    33636     0.00     0.00  std::_Vector_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_Vector_base(unsigned long, std::allocator<std::pair<int, int> > const&)
  0.37      2.27     0.01    33636     0.00     0.00  std::pair<int, int>* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int>*>(__gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, __gnu_cxx::__normal_iterator<std::pair<int, int> const*, std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > > >, std::pair<int, int>*)
  0.37      2.27     0.01    33635     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::begin() const
  0.37      2.29     0.01    33635     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
  0.37      2.29     0.01    33635     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&)
  0.37      2.31     0.01    33635     0.00     0.00  Player* std::uninitialized_copy<__gnu_cxx::__normal_iterator<Player const*, std::vector<Player, std::allocator<Player> > >, Player*>(__gnu_cxx::__normal_iterator<Player const*, std::vector<Player, std::allocator<Player> > >, __gnu_cxx::__normal_iterator<Player const*, std::vector<Player, std::allocator<Player> > >, Player*)
  0.37      2.31     0.01    33635     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&)
  0.37      2.33     0.01    33634     0.00     0.00  GameState::GameState(GameState const&)
  0.37      2.33     0.01    33634     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<Bomb>, Bomb>::_S_select_on_copy(std::allocator<Bomb> const&)
  0.37      2.35     0.01    33634     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<std::vector<int, std::allocator<int> > >, std::vector<int, std::allocator<int> > >::_S_select_on_copy(std::allocator<std::vector<int, std::allocator<int> > > const&)
  0.37      2.35     0.01    33634     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::begin() const
  0.37      2.37     0.01    33634     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&)
  0.37      2.38     0.01    33634     0.00     0.00  std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::select_on_container_copy_construction(std::allocator<std::vector<int, std::allocator<int> > > const&)
  0.37      2.38     0.01    33634     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&)
  0.37      2.40     0.01    33634     0.00     0.00  std::vector<int, std::allocator<int> >* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&)
  0.37      2.40     0.01    32194     0.00     0.00  std::allocator_traits<std::allocator<Bomb> >::allocate(std::allocator<Bomb>&, unsigned long)
  0.37      2.42     0.01    26496     0.00     0.00  Bomb* std::__uninitialized_copy_a<Bomb const*, Bomb*, Bomb>(Bomb const*, Bomb const*, Bomb*, std::allocator<Bomb>&)
  0.37      2.42     0.01    22824     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_deallocate(std::vector<int, std::allocator<int> >*, unsigned long)
  0.37      2.44     0.01    22822     0.00     0.00  void std::_Destroy_aux<false>::__destroy<Player*>(Player*, Player*)
  0.37      2.44     0.01    22820     0.00     0.00  std::_Vector_base<Bomb, std::allocator<Bomb> >::_Vector_impl::~_Vector_impl()
  0.37      2.46     0.01    22820     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector()
  0.37      2.46     0.01    22819     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl()
  0.37      2.48     0.01    22819     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector()
  0.37      2.48     0.01    22819     0.00     0.00  void std::_Destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*)
  0.37      2.50     0.01    21912     0.00     0.00  void std::_Destroy<Bomb>(Bomb*)
  0.37      2.50     0.01    20118     0.00     0.00  std::vector<Node*, std::allocator<Node*> >::max_size() const
  0.37      2.52     0.01    16452     0.00     0.00  std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::max_size() const
  0.37      2.52     0.01    16452     0.00     0.00  std::pair<int, int>* std::__relocate_a_1<std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> > >(std::pair<int, int>*, std::pair<int, int>*, std::pair<int, int>*, std::allocator<std::pair<int, int> >&)
  0.37      2.54     0.01    16448     0.00     0.00  void std::allocator_traits<std::allocator<Bomb> >::destroy<Bomb>(std::allocator<Bomb>&, Bomb*)
  0.37      2.54     0.01    16337     0.00     0.00  std::__cxx11::basic_string<unsigned int, std::char_traits<unsigned int>, std::allocator<unsigned int> >::_M_destroy(unsigned long)
  0.37      2.56     0.01    16336     0.00     0.00  std::vector<sf::Vertex, std::allocator<sf::Vertex> >::~vector()
  0.37      2.56     0.01    16144     0.00     0.00  Player::dropBomb()
  0.37      2.58     0.01    16144     0.00     0.00  void std::allocator_traits<std::allocator<Bomb> >::construct<Bomb, Bomb>(std::allocator<Bomb>&, Bomb*, Bomb&&)
  0.37      2.58     0.01    16144     0.00     0.00  Bomb& std::vector<Bomb, std::allocator<Bomb> >::emplace_back<Bomb>(Bomb&&)
  0.37      2.60     0.01    16144     0.00     0.00  std::vector<Bomb, std::allocator<Bomb> >::push_back(Bomb&&)
  0.37      2.60     0.01    13414     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&)
  0.37      2.62     0.01    13248     0.00     0.00  __gnu_cxx::__normal_iterator<Bomb*, std::vector<Bomb, std::allocator<Bomb> > >::difference_type __gnu_cxx::operator-<Bomb*, std::vector<Bomb, std::allocator<Bomb> > >(__gnu_cxx::__normal_iterator<Bomb*, std::vector<Bomb, std::allocator<Bomb> > > const&, __gnu_cxx::__normal_iterator<Bomb*, std::vector<Bomb, std::allocator<Bomb> > > const&)
  0.37      2.62     0.01    13248     0.00     0.00  void std::vector<Bomb, std::allocator<Bomb> >::_M_realloc_insert<Bomb>(__gnu_cxx::__normal_iterator<Bomb*, std::vector<Bomb, std::allocator<Bomb> > >, Bomb&&)
  0.37      2.63     0.01    12000     0.00     0.00  backpropagate(Node*, int)
  0.37      2.65     0.01    10100     0.00     0.00  std::__cxx11::to_string(int)
  0.37      2.65     0.01    10059     0.00     0.00  __gnu_cxx::__normal_iterator<Node**, std::vector<Node*, std::allocator<Node*> > >::difference_type __gnu_cxx::operator-<Node**, std::vector<Node*, std::allocator<Node*> > >(__gnu_cxx::__normal_iterator<Node**, std::vector<Node*, std::allocator<Node*> > > const&, __gnu_cxx::__normal_iterator<Node**, std::vector<Node*, std::allocator<Node*> > > const&)
  0.37      2.67     0.01     2042     0.00     0.00  Level::draw(sf::RenderWindow&, int)
  0.37      2.67     0.01       13     0.00     0.00  log_tree(Node*, int)
  0.37      2.69     0.01        1     0.01     2.70  Game::run()
  0.37      2.69     0.01                             _init
  0.18      2.70     0.01  1037055     0.00     0.00  Action&& std::forward<Action>(std::remove_reference<Action>::type&)
  0.18      2.71     0.01   508104     0.00     0.00  std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&)
  0.18      2.71     0.01   345685     0.00     0.00  void std::allocator_traits<std::allocator<Action> >::construct<Action, Action>(std::allocator<Action>&, Action*, Action&&)
  0.18      2.71     0.01     9752     0.00     0.00  std::iterator_traits<__gnu_cxx::__normal_iterator<Action*, std::vector<Action, std::allocator<Action> > > >::iterator_category std::__iterator_category<__gnu_cxx::__normal_iterator<Action*, std::vector<Action, std::allocator<Action> > > >(__gnu_cxx::__normal_iterator<Action*, std::vector<Action, std::allocator<Action> > > const&)
  0.18      2.72     0.01                             operator delete(void*, void*)
  0.00      2.72     0.00   961130     0.00     0.00  __gnu_cxx::__normal_iterator<Player*, std::vector<Player, std::allocator<Player> > >::base() const
  0.00      2.72     0.00   769386     0.00     0.00  __gnu_cxx::__normal_iterator<Action*, std::vector<Action, std::allocator<Action> > >::__normal_iterator(Action* const&)
  0.00      2.72     0.00   605445     0.00     0.00  __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&)
  0.00      2.72     0.00   605430     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const
  0.00      2.72     0.00   605430     0.00     0.00  __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >)
  0.00      2.72     0.00   605430     0.00     0.00  int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >)
  0.00      2.72     0.00   508182     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator()
